Name	Taxon ID	Assembly	Accession					
Aspergillus saccharolyticus JOP 1030-1	1450539	Aspsac1	GCA_003184585	TRUE	Aspergillus_saccharolyticus_jop_1030_1	GCA_003184585	Aspsac1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_saccharolyticus_jop_1030_1_gca_003184585/pep/Aspergillus_saccharolyticus_jop_1030_1_gca_003184585.Aspsac1.pep.all.fa.gz
Aspergillus sclerotiicarbonarius CBS 121057	1448318	Aspscle1	GCA_003184635	TRUE	Aspergillus_sclerotiicarbonarius_cbs_121057	GCA_003184635	Aspscle1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_sclerotiicarbonarius_cbs_121057_gca_003184635/pep/Aspergillus_sclerotiicarbonarius_cbs_121057_gca_003184635.Aspscle1.pep.all.fa.gz
Aspergillus sclerotioniger CBS 115572	1450535	Aspscl1	GCA_003184525	TRUE	Aspergillus_sclerotioniger_cbs_115572	GCA_003184525	Aspscl1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_sclerotioniger_cbs_115572_gca_003184525/pep/Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.pep.all.fa.gz
Aspergillus steynii IBT 23096	1392250	Aspste1	GCA_002849105	TRUE	Aspergillus_steynii_ibt_23096	GCA_002849105	Aspste1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_steynii_ibt_23096_gca_002849105/pep/Aspergillus_steynii_ibt_23096_gca_002849105.Aspste1.pep.all.fa.gz
Aspergillus sydowii CBS 593.65	1036612	Aspsy1	GCA_001890705	TRUE	Aspergillus_sydowii_cbs_593_65	GCA_001890705	Aspsy1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_sydowii_cbs_593_65_gca_001890705/pep/Aspergillus_sydowii_cbs_593_65_gca_001890705.Aspsy1.pep.all.fa.gz
Aspergillus taichungensis str. IBT 19404	482145	Asptaic1	GCA_002850765	TRUE	Aspergillus_taichungensis	GCA_002850765	Asptaic1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_taichungensis_gca_002850765/pep/Aspergillus_taichungensis_gca_002850765.Asptaic1.pep.all.fa.gz
Aspergillus terreus NIH2624	341663	ASM14961v1	GCA_000149615	TRUE	Aspergillus_terreus		ASM14961v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/aspergillus_terreus/pep/Aspergillus_terreus.ASM14961v1.pep.all.fa.gz
Aspergillus thermomutatus	41047	ASM223726v1	GCA_002237265	TRUE	Aspergillus_thermomutatus	GCA_002237265	ASM223726v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_thermomutatus_gca_002237265/pep/Aspergillus_thermomutatus_gca_002237265.ASM223726v1.pep.all.fa.gz
Aspergillus tubingensis CBS 134.48	767770	Asptu1	GCA_001890745	TRUE	Aspergillus_tubingensis_cbs_134_48	GCA_001890745	Asptu1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_tubingensis_cbs_134_48_gca_001890745/pep/Aspergillus_tubingensis_cbs_134_48_gca_001890745.Asptu1.pep.all.fa.gz
Aspergillus turcosus	1245748	ASM223496v1	GCA_002234965	TRUE	Aspergillus_turcosus	GCA_002234965	ASM223496v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_turcosus_gca_002234965/pep/Aspergillus_turcosus_gca_002234965.ASM223496v1.pep.all.fa.gz
Aspergillus turcosus	1245748	ASM223497v1	GCA_002234975	TRUE	Aspergillus_turcosus	GCA_002234975	ASM223497v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_turcosus_gca_002234975/pep/Aspergillus_turcosus_gca_002234975.ASM223497v1.pep.all.fa.gz
Aspergillus udagawae str. IFM 46973	91492	Aud_assembly01	GCA_001078395	TRUE	Aspergillus_udagawae	GCA_001078395	Aud_assembly01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_udagawae_gca_001078395/pep/Aspergillus_udagawae_gca_001078395.Aud_assembly01.pep.all.fa.gz
Aspergillus ustus str. 3.3904	40382	Austus1.0	GCA_000812125	TRUE	Aspergillus_ustus	GCA_000812125	Austus1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/aspergillus_ustus_gca_000812125/pep/Aspergillus_ustus_gca_000812125.Austus1.0.pep.all.fa.gz
Aspergillus uvarum CBS 121591	1448315	Aspuva1	GCA_003184745	TRUE	Aspergillus_uvarum_cbs_121591	GCA_003184745	Aspuva1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_uvarum_cbs_121591_gca_003184745/pep/Aspergillus_uvarum_cbs_121591_gca_003184745.Aspuva1.pep.all.fa.gz
Aspergillus vadensis CBS 113365	1448311	Aspvad1	GCA_003184925	TRUE	Aspergillus_vadensis_cbs_113365	GCA_003184925	Aspvad1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_vadensis_cbs_113365_gca_003184925/pep/Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.pep.all.fa.gz
Aspergillus versicolor CBS 583.65	1036611	Aspve1	GCA_001890125	TRUE	Aspergillus_versicolor_cbs_583_65	GCA_001890125	Aspve1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_versicolor_cbs_583_65_gca_001890125/pep/Aspergillus_versicolor_cbs_583_65_gca_001890125.Aspve1.pep.all.fa.gz
Aspergillus violaceofuscus CBS 115571	1450538	Aspvio1	GCA_003184705	TRUE	Aspergillus_violaceofuscus_cbs_115571	GCA_003184705	Aspvio1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/aspergillus_violaceofuscus_cbs_115571_gca_003184705/pep/Aspergillus_violaceofuscus_cbs_115571_gca_003184705.Aspvio1.pep.all.fa.gz
Aspergillus wentii DTO 134E9	1073089	Aspwe1	GCA_001890725	TRUE	Aspergillus_wentii_dto_134e9	GCA_001890725	Aspwe1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aspergillus_wentii_dto_134e9_gca_001890725/pep/Aspergillus_wentii_dto_134e9_gca_001890725.Aspwe1.pep.all.fa.gz
Aureobasidium melanogenum CBS 110374	1043003	Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0	GCA_000721775	TRUE	Aureobasidium_melanogenum_cbs_110374	GCA_000721775	Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/aureobasidium_melanogenum_cbs_110374_gca_000721775/pep/Aureobasidium_melanogenum_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0.pep.all.fa.gz
Aureobasidium namibiae CBS 147.97	1043004	Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0	GCA_000721765	TRUE	Aureobasidium_namibiae_cbs_147_97	GCA_000721765	Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/aureobasidium_namibiae_cbs_147_97_gca_000721765/pep/Aureobasidium_namibiae_cbs_147_97_gca_000721765.Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0.pep.all.fa.gz
Aureobasidium pullulans	5580	ASM167811v1	GCA_001678115	TRUE	Aureobasidium_pullulans	GCA_001678115	ASM167811v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/aureobasidium_pullulans_gca_001678115/pep/Aureobasidium_pullulans_gca_001678115.ASM167811v1.pep.all.fa.gz
Aureobasidium pullulans EXF-150	1043002	Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0	GCA_000721785	TRUE	Aureobasidium_pullulans_exf_150	GCA_000721785	Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/aureobasidium_pullulans_exf_150_gca_000721785/pep/Aureobasidium_pullulans_exf_150_gca_000721785.Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0.pep.all.fa.gz
Aureobasidium subglaciale EXF-2481	1043005	Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0	GCA_000721755	TRUE	Aureobasidium_subglaciale_exf_2481	GCA_000721755	Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/aureobasidium_subglaciale_exf_2481_gca_000721755/pep/Aureobasidium_subglaciale_exf_2481_gca_000721755.Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0.pep.all.fa.gz
Babjeviella inositovora NRRL Y-12698	984486	Babin1	GCA_001661335	TRUE	Babjeviella_inositovora_nrrl_y_12698	GCA_001661335	Babin1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/babjeviella_inositovora_nrrl_y_12698_gca_001661335/pep/Babjeviella_inositovora_nrrl_y_12698_gca_001661335.Babin1.pep.all.fa.gz
Basidiobolus meristosporus CBS 931.73	1314790	Basme2finSC	GCA_002104905	TRUE	Basidiobolus_meristosporus_cbs_931_73	GCA_002104905	Basme2finSC	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_entomophthoromycota1_collection/basidiobolus_meristosporus_cbs_931_73_gca_002104905/pep/Basidiobolus_meristosporus_cbs_931_73_gca_002104905.Basme2finSC.pep.all.fa.gz
Batrachochytrium dendrobatidis JAM81	684364	v1.0	GCA_000203795	TRUE	Batrachochytrium_dendrobatidis_jam81	GCA_000203795	v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_chytridiomycota1_collection/batrachochytrium_dendrobatidis_jam81_gca_000203795/pep/Batrachochytrium_dendrobatidis_jam81_gca_000203795.v1.0.pep.all.fa.gz
Batrachochytrium dendrobatidis JEL423	403673	BD_JEL423	GCA_000149865	TRUE	Batrachochytrium_dendrobatidis_jel423	GCA_000149865	BD_JEL423	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_chytridiomycota1_collection/batrachochytrium_dendrobatidis_jel423_gca_000149865/pep/Batrachochytrium_dendrobatidis_jel423_gca_000149865.BD_JEL423.pep.all.fa.gz
Batrachochytrium salamandrivorans str. BS	1357716	Batr_sala_BS_V1	GCA_002006685	TRUE	Batrachochytrium_salamandrivorans	GCA_002006685	Batr_sala_BS_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_chytridiomycota1_collection/batrachochytrium_salamandrivorans_gca_002006685/pep/Batrachochytrium_salamandrivorans_gca_002006685.Batr_sala_BS_V1.pep.all.fa.gz
Baudoinia panamericana UAMH 10762	717646	Bauco1	GCA_000338955	TRUE	Baudoinia_panamericana_uamh_10762	GCA_000338955	Bauco1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/baudoinia_panamericana_uamh_10762_gca_000338955/pep/Baudoinia_panamericana_uamh_10762_gca_000338955.Bauco1.pep.all.fa.gz
Beauveria bassiana	176275	ASM168263v1	GCA_001682635	TRUE	Beauveria_bassiana		ASM168263v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/beauveria_bassiana/pep/Beauveria_bassiana.ASM168263v1.pep.all.fa.gz
Beauveria bassiana ARSEF 2860	655819	ASM28067v1	GCA_000280675	TRUE	Beauveria_bassiana_arsef_2860	GCA_000280675	ASM28067v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/beauveria_bassiana_arsef_2860_gca_000280675/pep/Beauveria_bassiana_arsef_2860_gca_000280675.ASM28067v1.pep.all.fa.gz
Beauveria bassiana D1-5	1245745	BBA1.0	GCA_000770705	TRUE	Beauveria_bassiana_d1_5	GCA_000770705	BBA1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/beauveria_bassiana_d1_5_gca_000770705/pep/Beauveria_bassiana_d1_5_gca_000770705.BBA1.0.pep.all.fa.gz
Beauveria bassiana str. JEF-007	176275	ASM287115v1	GCA_002871155	TRUE	Beauveria_bassiana	GCA_002871155	ASM287115v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/beauveria_bassiana_gca_002871155/pep/Beauveria_bassiana_gca_002871155.ASM287115v1.pep.all.fa.gz
Bifiguratus adelaidae str. AZ0501	1938954	ASM226119v1	GCA_002261195	TRUE	Bifiguratus_adelaidae	GCA_002261195	ASM226119v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/bifiguratus_adelaidae_gca_002261195/pep/Bifiguratus_adelaidae_gca_002261195.ASM226119v1.pep.all.fa.gz
Bipolaris maydis ATCC 48331	665024	CocheC4_1	GCA_000354255	TRUE	Bipolaris_maydis_atcc_48331	GCA_000354255	CocheC4_1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_maydis_atcc_48331_gca_000354255/pep/Bipolaris_maydis_atcc_48331_gca_000354255.CocheC4_1.pep.all.fa.gz
Bipolaris maydis C5	701091	CocheC5_3	GCA_000338975	TRUE	Bipolaris_maydis_c5	GCA_000338975	CocheC5_3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_maydis_c5_gca_000338975/pep/Bipolaris_maydis_c5_gca_000338975.CocheC5_3.pep.all.fa.gz
Bipolaris oryzae ATCC 44560	930090	Cochliobolus_miyabeanus_v1.0	GCA_000523455	TRUE	Bipolaris_oryzae_atcc_44560	GCA_000523455	Cochliobolus_miyabeanus_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_oryzae_atcc_44560_gca_000523455/pep/Bipolaris_oryzae_atcc_44560_gca_000523455.Cochliobolus_miyabeanus_v1.0.pep.all.fa.gz
Bipolaris sorokiniana ND90Pr	665912	Cocsa1	GCA_000338995	TRUE	Bipolaris_sorokiniana_nd90pr	GCA_000338995	Cocsa1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_sorokiniana_nd90pr_gca_000338995/pep/Bipolaris_sorokiniana_nd90pr_gca_000338995.Cocsa1.pep.all.fa.gz
Bipolaris victoriae FI3	930091	Cochliobolus_victoriae_v1.0	GCA_000527765	TRUE	Bipolaris_victoriae_fi3	GCA_000527765	Cochliobolus_victoriae_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_victoriae_fi3_gca_000527765/pep/Bipolaris_victoriae_fi3_gca_000527765.Cochliobolus_victoriae_v1.0.pep.all.fa.gz
Bipolaris zeicola 26-R-13	930089	Cochliobolus_carbonum_v1.0	GCA_000523435	TRUE	Bipolaris_zeicola_26_r_13	GCA_000523435	Cochliobolus_carbonum_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/bipolaris_zeicola_26_r_13_gca_000523435/pep/Bipolaris_zeicola_26_r_13_gca_000523435.Cochliobolus_carbonum_v1.0.pep.all.fa.gz
Blastomyces dermatitidis ATCC 18188	653446	BD_ATCC18188_V1	GCA_000151595	TRUE	Blastomyces_dermatitidis_atcc_18188	GCA_000151595	BD_ATCC18188_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_atcc_18188_gca_000151595/pep/Blastomyces_dermatitidis_atcc_18188_gca_000151595.BD_ATCC18188_V1.pep.all.fa.gz
Blastomyces dermatitidis ATCC 26199	447095	BD_ATCC26199_V2	GCA_000166155	TRUE	Blastomyces_dermatitidis_atcc_26199	GCA_000166155	BD_ATCC26199_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_atcc_26199_gca_000166155/pep/Blastomyces_dermatitidis_atcc_26199_gca_000166155.BD_ATCC26199_V2.pep.all.fa.gz
Blastomyces dermatitidis ER-3	559297	BD_ER3_V1	GCA_000003525	TRUE	Blastomyces_dermatitidis_er_3	GCA_000003525	BD_ER3_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/blastomyces_dermatitidis_er_3_gca_000003525/pep/Blastomyces_dermatitidis_er_3_gca_000003525.BD_ER3_V1.pep.all.fa.gz
Blastomyces gilchristii SLH14081	559298	BD_SLH14081_V1	GCA_000003855	TRUE	Blastomyces_gilchristii_slh14081	GCA_000003855	BD_SLH14081_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/blastomyces_gilchristii_slh14081_gca_000003855/pep/Blastomyces_gilchristii_slh14081_gca_000003855.BD_SLH14081_V1.pep.all.fa.gz
Blastomyces percursus str. EI222	1658174	Blas_perc_EI222_V1	GCA_001883805	TRUE	Blastomyces_percursus	GCA_001883805	Blas_perc_EI222_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/blastomyces_percursus_gca_001883805/pep/Blastomyces_percursus_gca_001883805.Blas_perc_EI222_V1.pep.all.fa.gz
Blumeria graminis	546991	EF2	GCA_000151065	TRUE	Blumeria_graminis		EF2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/blumeria_graminis/pep/Blumeria_graminis.EF2.pep.all.fa.gz
Blumeria graminis f. sp. tritici 96224	1268274	Bgt_454_newbler_assembly	GCA_000418435	TRUE	Blumeria_graminis_f_sp_tritici_96224	GCA_000418435	Bgt_454_newbler_assembly	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/blumeria_graminis_f_sp_tritici_96224_gca_000418435/pep/Blumeria_graminis_f_sp_tritici_96224_gca_000418435.Bgt_454_newbler_assembly.pep.all.fa.gz
Botryobasidium botryosum FD-172 SS1	930990	Botbo1	GCA_000697705	TRUE	Botryobasidium_botryosum_fd_172_ss1	GCA_000697705	Botbo1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/botryobasidium_botryosum_fd_172_ss1_gca_000697705/pep/Botryobasidium_botryosum_fd_172_ss1_gca_000697705.Botbo1.pep.all.fa.gz
Botrytis cinerea B05.10	332648	ASM83294v1	GCA_000143535	TRUE	Botrytis_cinerea		ASM83294v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/botrytis_cinerea/pep/Botrytis_cinerea.ASM83294v1.pep.all.fa.gz
Botrytis cinerea BcDW1	1290391	BcDW1	GCA_000349525	TRUE	Botrytis_cinerea_bcdw1	GCA_000349525	BcDW1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/botrytis_cinerea_bcdw1_gca_000349525/pep/Botrytis_cinerea_bcdw1_gca_000349525.BcDW1.pep.all.fa.gz
Botrytis cinerea T4	999810	BotFuc_Mar2011	GCA_000227075	TRUE	Botrytis_cinerea_t4	GCA_000227075	BotFuc_Mar2011	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/botrytis_cinerea_t4_gca_000227075/pep/Botrytis_cinerea_t4_gca_000227075.BotFuc_Mar2011.pep.all.fa.gz
Brettanomyces bruxellensis AWRI1499	1124627	AWRI1499_v1.0	GCA_000259595	TRUE	Brettanomyces_bruxellensis_awri1499	GCA_000259595	AWRI1499_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/brettanomyces_bruxellensis_awri1499_gca_000259595/pep/Brettanomyces_bruxellensis_awri1499_gca_000259595.AWRI1499_v1.0.pep.all.fa.gz
Byssochlamys spectabilis No. 5 str. Paecilomyces variotii No. 5 (NBRC109023)	1356009	PVAR5_assembly01	GCA_000497085	TRUE	Byssochlamys_spectabilis_no_5	GCA_000497085	PVAR5_assembly01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/byssochlamys_spectabilis_no_5_gca_000497085/pep/Byssochlamys_spectabilis_no_5_gca_000497085.PVAR5_assembly01.pep.all.fa.gz
Cadophora sp. DSE1049	1485229	Cadsp1	GCA_003073865	TRUE	Cadophora_sp_dse1049	GCA_003073865	Cadsp1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/cadophora_sp_dse1049_gca_003073865/pep/Cadophora_sp_dse1049_gca_003073865.Cadsp1.pep.all.fa.gz
Calocera cornea HHB12733	1353952	Calco1	GCA_001632435	TRUE	Calocera_cornea_hhb12733	GCA_001632435	Calco1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/calocera_cornea_hhb12733_gca_001632435/pep/Calocera_cornea_hhb12733_gca_001632435.Calco1.pep.all.fa.gz
Calocera viscosa TUFC12733	1330018	Calvi1	GCA_001630345	TRUE	Calocera_viscosa_tufc12733	GCA_001630345	Calvi1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/calocera_viscosa_tufc12733_gca_001630345/pep/Calocera_viscosa_tufc12733_gca_001630345.Calvi1.pep.all.fa.gz
Candida albicans 12C	1094981	Cand_albi_12C_V2	GCA_000773845	TRUE	Candida_albicans_12c	GCA_000773845	Cand_albi_12C_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_12c_gca_000773845/pep/Candida_albicans_12c_gca_000773845.Cand_albi_12C_V2.pep.all.fa.gz
Candida albicans 19F	1094987	Cand_albi_19F_V2	GCA_000775445	TRUE	Candida_albicans_19f	GCA_000775445	Cand_albi_19F_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_19f_gca_000775445/pep/Candida_albicans_19f_gca_000775445.Cand_albi_19F_V2.pep.all.fa.gz
Candida albicans Ca6	1165368	Cand_albi_Ca6_V2	GCA_000784695	TRUE	Candida_albicans_ca6	GCA_000784695	Cand_albi_Ca6_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_ca6_gca_000784695/pep/Candida_albicans_ca6_gca_000784695.Cand_albi_Ca6_V2.pep.all.fa.gz
Candida albicans GC75	1094988	Cand_albi_GC75_V1	GCA_000773735	TRUE	Candida_albicans_gc75	GCA_000773735	Cand_albi_GC75_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/candida_albicans_gc75_gca_000773735/pep/Candida_albicans_gc75_gca_000773735.Cand_albi_GC75_V1.pep.all.fa.gz
Candida albicans L26	1094982	Cand_albi_L26_V2	GCA_000775455	TRUE	Candida_albicans_l26	GCA_000775455	Cand_albi_L26_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_l26_gca_000775455/pep/Candida_albicans_l26_gca_000775455.Cand_albi_L26_V2.pep.all.fa.gz
Candida albicans P34048	1094991	Cand_albi_P34048_V1	GCA_000775465	TRUE	Candida_albicans_p34048	GCA_000775465	Cand_albi_P34048_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_p34048_gca_000775465/pep/Candida_albicans_p34048_gca_000775465.Cand_albi_P34048_V1.pep.all.fa.gz
Candida albicans P37005	1094985	Cand_albi_P37005_V2	GCA_000773745	TRUE	Candida_albicans_p37005	GCA_000773745	Cand_albi_P37005_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/candida_albicans_p37005_gca_000773745/pep/Candida_albicans_p37005_gca_000773745.Cand_albi_P37005_V2.pep.all.fa.gz
Candida albicans P37037	1094992	Cand_albi_P37037_V1	GCA_000773825	TRUE	Candida_albicans_p37037	GCA_000773825	Cand_albi_P37037_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/candida_albicans_p37037_gca_000773825/pep/Candida_albicans_p37037_gca_000773825.Cand_albi_P37037_V1.pep.all.fa.gz
Candida albicans P37039	1094993	Cand_albi_P37039_V1	GCA_000784515	TRUE	Candida_albicans_p37039	GCA_000784515	Cand_albi_P37039_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_p37039_gca_000784515/pep/Candida_albicans_p37039_gca_000784515.Cand_albi_P37039_V1.pep.all.fa.gz
Candida albicans P57055	1094996	Cand_albi_P57055_V1	GCA_000775505	TRUE	Candida_albicans_p57055	GCA_000775505	Cand_albi_P57055_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/candida_albicans_p57055_gca_000775505/pep/Candida_albicans_p57055_gca_000775505.Cand_albi_P57055_V1.pep.all.fa.gz
Candida albicans P57072	1094990	Cand_albi_P57072_V1	GCA_000773805	TRUE	Candida_albicans_p57072	GCA_000773805	Cand_albi_P57072_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/candida_albicans_p57072_gca_000773805/pep/Candida_albicans_p57072_gca_000773805.Cand_albi_P57072_V1.pep.all.fa.gz
