Name,NCBI Tax ID,JGI ID,Version,Publication,
Paraphoma chrysanthemicola MPI-GEGE-AT-0034,798071,Parch1,v1.0,,https://genome.jgi.doe.gov/portal/Parch1/download/Parch1_GeneCatalog_proteins_20171014.aa.fasta.gz
Paraphysoderma sedebokerense JEL821,1500003,Parsed1,v1.0,,https://genome.jgi.doe.gov/portal/Parsed1/download/Parsed1_GeneCatalog_proteins_20170905.aa.fasta.gz
Parasitella parasitica,35722,Parpar1,v1.0,,https://genome.jgi.doe.gov/portal/Parpar1/download/Parpar1_GeneCatalog_proteins_20160126.aa.fasta.gz
Patellaria atrata,703506,Patat1,v1.0,,https://genome.jgi.doe.gov/portal/Patat1/download/Patat1_GeneCatalog_proteins_20130514.aa.fasta.gz
Paxillus adelphus Ve08.2h10,1842050,Paxru2,v2.0,PMID:25706625,https://genome.jgi.doe.gov/portal/Paxru2/download/Paxru2_GeneCatalog_proteins_20151118.aa.fasta.gz
Paxillus ammoniavirescens Pou09.2,1132860,Paxam1,v1.0,,https://genome.jgi.doe.gov/portal/Paxam1/download/Paxam1_GeneCatalog_proteins_20150425.aa.fasta.gz
Penicillium atramentosum RS17,36652,Penatra1,v1.0,,https://genome.jgi.doe.gov/portal/Penatra1/download/Penatra1_GeneCatalog_proteins_20181207.aa.fasta.gz
Penicillium bilaiae ATCC 20851,1314792,Penbi1,v1.0,,https://genome.jgi.doe.gov/portal/Penbi1/download/Penbi1_GeneCatalog_proteins_20130602.aa.fasta.gz
Penicillium brevicompactum 1011305,5074,Penbr2,v2.0,,https://genome.jgi.doe.gov/portal/Penbr2/download/Penbr2_GeneCatalog_proteins_20130810.aa.fasta.gz
Penicillium brevicompactum AgRF18,1392249,PenbrAgRF18_1,v1.0,,https://genome.jgi.doe.gov/portal/PenbrAgRF18_1/download/PenbrAgRF18_1_GeneCatalog_proteins_20131217.aa.fasta.gz
Penicillium canescens ATCC 10419,1314794,Penca1,v1.0,,https://genome.jgi.doe.gov/portal/Penca1/download/Penca1_GeneCatalog_proteins_20130524.aa.fasta.gz
Penicillium chrysogenum Wisconsin 54-1255,500485,PenchWisc1_1,,PMID:18820685,https://genome.jgi.doe.gov/portal/PenchWisc1_1/download/PenchWisc1_1_GeneCatalog_proteins_20140114.aa.fasta.gz
Penicillium expansum ATCC 24692,1314791,Penex1,v1.0,,https://genome.jgi.doe.gov/portal/Penex1/download/Penex1_GeneCatalog_proteins_20130524.aa.fasta.gz
Penicillium fellutanum ATCC 48694,1314795,Penfe1,v1.0,,https://genome.jgi.doe.gov/portal/Penfe1/download/Penfe1_GeneCatalog_proteins_20130528.aa.fasta.gz
Penicillium glabrum DAOM 239074,1314793,Pengl1,v1.0,,https://genome.jgi.doe.gov/portal/Pengl1/download/Pengl1_GeneCatalog_proteins_20130524.aa.fasta.gz
Penicillium janthinellum ATCC 10455,1397297,Penja1,v1.0,,https://genome.jgi.doe.gov/portal/Penja1/download/Penja1_GeneCatalog_proteins_20140203.aa.fasta.gz
Penicillium lanosocoeruleum ATCC 48919,1346256,Penla1,v1.0,,https://genome.jgi.doe.gov/portal/Penla1/download/Penla1_GeneCatalog_proteins_20130529.aa.fasta.gz
Penicillium nalgiovense FM193,1439352,Pennal1,,PMID:28368369,https://genome.jgi.doe.gov/portal/Pennal1/download/Pennal1_GeneCatalog_proteins_20170601.aa.fasta.gz
Penicillium raistrickii ATCC 10490,1392252,Penra1,v1.0,,https://genome.jgi.doe.gov/portal/Penra1/download/Penra1_GeneCatalog_proteins_20140107.aa.fasta.gz
Penicillium sp. NC0857,5081,ThyNC0857_1,v1.0,,https://genome.jgi.doe.gov/portal/ThyNC0857_1/download/ThyNC0857_1_GeneCatalog_proteins_20190123.aa.fasta.gz
Penicillium swiecickii 182 6C1,1295096,Penswi1,v1.0,,https://genome.jgi.doe.gov/portal/Penswi1/download/Penswi1_GeneCatalog_proteins_20171024.aa.fasta.gz
Penicillium thymicola DAOMC 180753,293382,Penth1,v1.0,PMID:27521635,https://genome.jgi.doe.gov/portal/Penth1/download/Penth1_GeneCatalog_proteins_20150617.aa.fasta.gz
Peniophora sp.,1756134,Ricme1,v1.0,PMID:26659563,https://genome.jgi.doe.gov/portal/Ricme1/download/Ricme1_GeneCatalog_proteins_20130412.aa.fasta.gz
Peniophora sp. CONTA,1897082,Lopni1,v1.0,PMID:30886374,https://genome.jgi.doe.gov/portal/Lopni1/download/Lopni1_GeneCatalog_proteins_20150213.aa.fasta.gz
Pestalotiopsis sp. NC0098,36460,Pestal1,v1.0,,https://genome.jgi.doe.gov/portal/Pestal1/download/Pestal1_GeneCatalog_proteins_20180925.aa.fasta.gz
Peterozyma xylosa NRRL Y-12939,1337056,Petxy1,,PMID:29760453,https://genome.jgi.doe.gov/portal/Petxy1/download/Petxy1_GeneCatalog_proteins_20181012.aa.fasta.gz
Peziza echinospora DOB1120,61495,Pezech1,v1.0,,https://genome.jgi.doe.gov/portal/Pezech1/download/Pezech1_GeneCatalog_proteins_20180326.aa.fasta.gz
Phaeoacremonium aleophilum UCRPA7,1286976,Phaal1,,PMID:23814032,https://genome.jgi.doe.gov/portal/Phaal1/download/Phaal1_GeneCatalog_proteins_20130924.aa.fasta.gz
Phaeoacremonium sp. FL0889,65412,PhaeoFL0889_1,v1.0,,https://genome.jgi.doe.gov/portal/PhaeoFL0889_1/download/PhaeoFL0889_1_GeneCatalog_proteins_20170418.aa.fasta.gz
Phaeomoniellales  sp. NC0930,1618100,ClaNC0930_1,v1.0,,https://genome.jgi.doe.gov/portal/ClaNC0930_1/download/ClaNC0930_1_GeneCatalog_proteins_20190124.aa.fasta.gz
Phaeosolenia platensis CBS 268.64,269161,Phapla1,v1.0,,https://genome.jgi.doe.gov/portal/Phapla1/download/Phapla1_GeneCatalog_proteins_20180613.aa.fasta.gz
Phaeosphaeria poagena MPI-PUGE-AT-0046c,1508275,Phapo1,v1.0,,https://genome.jgi.doe.gov/portal/Phapo1/download/Phapo1_GeneCatalog_proteins_20180321.aa.fasta.gz
Phaeosphaeriaceae sp. PMI_808,5020,PhaPMI808,v1.0,,https://genome.jgi.doe.gov/portal/PhaPMI808/download/PhaPMI808_GeneCatalog_proteins_20160324.aa.fasta.gz
Phanerochaete chrysosporium RP-78,273507,Phchr2,v2.2,PMID:24853079,https://genome.jgi.doe.gov/portal/Phchr2/download/Phchr2_GeneCatalog_proteins_20131210.aa.fasta.gz
Phascolomyces articulosus,60185,Phaart1,v1.0,,https://genome.jgi.doe.gov/portal/Phaart1/download/Phaart1_GeneCatalog_proteins_20160822.aa.fasta.gz
Phellinus ferrugineofuscus SpK3Phefer14,167367,Phefer1,v1.0,,https://genome.jgi.doe.gov/portal/Phefer1/download/Phefer1_GeneCatalog_proteins_20170510.aa.fasta.gz
Phellinus igniarius CCBS 575,40472,Pheign1_1,v1.0,,https://genome.jgi.doe.gov/portal/Pheign1_1/download/Pheign1_1_GeneCatalog_proteins_20180321.aa.fasta.gz
Phellopilus nigrolimitatus SigPhenig9,127956,Pheni1,v1.0,,https://genome.jgi.doe.gov/portal/Pheni1/download/Pheni1_GeneCatalog_proteins_20180304.aa.fasta.gz
Phlebia brevispora HHB-7030 SS6,747484,Phlbr1,v1.0,PMID:23935031,https://genome.jgi.doe.gov/portal/Phlbr1/download/Phlbr1_GeneCatalog_proteins_20110325.aa.fasta.gz
Phlebia radiata Fr. (isolate 79,5308,Phlrad1,,PMID:27602055,https://genome.jgi.doe.gov/portal/Phlrad1/download/Phlrad1_GeneCatalog_proteins_20181020.aa.fasta.gz
Phlebiopsis gigantea,82310,Phlgi1,v1.0,PMID:25474575,https://genome.jgi.doe.gov/portal/Phlgi1/download/Phlgi1_GeneCatalog_proteins_20110614.aa.fasta.gz
Phlebopus sp. FC_14,2060792,Pis20_1,v1.0,,https://genome.jgi.doe.gov/portal/Pis20_1/download/Pis20_1_GeneCatalog_proteins_20190327.aa.fasta.gz
Pholiota alnicola AH 47727,109635,Phoaln1,v1.0,,https://genome.jgi.doe.gov/portal/Phoaln1/download/Phoaln1_GeneCatalog_proteins_20160826.aa.fasta.gz
Pholiota conissans CIRM-BRFM 674,109636,Phocon1,v1.0,,https://genome.jgi.doe.gov/portal/Phocon1/download/Phocon1_GeneCatalog_proteins_20151025.aa.fasta.gz
Pholiota highlandensis,181755,Phohig1,v1.0,,https://genome.jgi.doe.gov/portal/Phohig1/download/Phohig1_GeneCatalog_proteins_20171206.aa.fasta.gz
Phoma multirostrata 7a,73003,Phomu1,v1.0,,https://genome.jgi.doe.gov/portal/Phomu1/download/Phomu1_GeneCatalog_proteins_20180815.aa.fasta.gz
Phoma tracheiphila IPT5,1408161,Photr1,v1.0,,https://genome.jgi.doe.gov/portal/Photr1/download/Photr1_GeneCatalog_proteins_20140424.aa.fasta.gz
Phycomyces blakesleeanus NRRL1555,763407,Phybl2,v2.0,PMID:27238284,https://genome.jgi.doe.gov/portal/Phybl2/download/Phycomyces_blakesleeanus_v2_filtered_proteins.fasta.gz
Phycomyces blakesleeanus UBC1,4837,Phybla1,v1.0,,https://genome.jgi.doe.gov/portal/Phybla1/download/Phybla1_GeneCatalog_proteins_20190111.aa.fasta.gz
Phycomyces nitens S607,269771,PnitS607_1,v1.0,,https://genome.jgi.doe.gov/portal/PnitS607_1/download/PnitS607_1_GeneCatalog_proteins_20170410.aa.fasta.gz
Phyllosticta capitalensis CBS 128856,121624,Phycap1,v1.0,,https://genome.jgi.doe.gov/portal/Phycap1/download/Phycap1_GeneCatalog_proteins_20170217.aa.fasta.gz
Phyllosticta citriasiana CBS 120486,595635,Phycit1,v1.0,,https://genome.jgi.doe.gov/portal/Phycit1/download/Phycit1_GeneCatalog_proteins_20140925.aa.fasta.gz
Phyllosticta citribraziliensis CBS 100098,989973,Phcit1,v1.0,,https://genome.jgi.doe.gov/portal/Phcit1/download/Phcit1_GeneCatalog_proteins_20161221.aa.fasta.gz
Phyllosticta citricarpa CBS 127454,55181,Phycitr1,v1.0,,https://genome.jgi.doe.gov/portal/Phycitr1/download/Phycitr1_GeneCatalog_proteins_20170406.aa.fasta.gz
Phyllosticta citrichinaensis CBS 130529,1130410,Phcitr1,v1.0,,https://genome.jgi.doe.gov/portal/Phcitr1/download/Phcitr1_GeneCatalog_proteins_20170113.aa.fasta.gz
Phyllosticta paracitricarpa CBS 141357,1907483,Phy27169,v1.0,,https://genome.jgi.doe.gov/portal/Phy27169/download/Phy27169_GeneCatalog_proteins_20170510.aa.fasta.gz
Phyllosticta sp. CPC 27913,1882840,Phycpc1,v1.0,,https://genome.jgi.doe.gov/portal/Phycpc1/download/Phycpc1_GeneCatalog_proteins_20170406.aa.fasta.gz
Pichia kudriavzevii CBS573,4909,Pickud1,,PMID:30024981,https://genome.jgi.doe.gov/portal/Pickud1/download/Pickud1_GeneCatalog_proteins_20181128.aa.fasta.gz
Pichia membranifaciens,4926,Picme2,v2.0,PMID:27535936,https://genome.jgi.doe.gov/portal/Picme2/download/Picme2_GeneCatalog_proteins_20111110.aa.fasta.gz
Pichia pastoris,4922,Picpa1,,PMID:19465926,https://genome.jgi.doe.gov/portal/Picpa1/download/Picpa1_GeneCatalog_proteins_20130227.aa.fasta.gz
Piedraia hortae,147573,Pieho1_1,v1.1,,https://genome.jgi.doe.gov/portal/Pieho1_1/download/Pieho1_1_GeneCatalog_proteins_20130807.aa.fasta.gz
Pilaira anomala RSA1997,64641,Pilano1,v1.0,,https://genome.jgi.doe.gov/portal/Pilano1/download/Pilano1_GeneCatalog_proteins_20161117.aa.fasta.gz
Pilobolus umbonatus NRRL 6349,101123,Pilumb1,v1.0,,https://genome.jgi.doe.gov/portal/Pilumb1/download/Pilumb1_GeneCatalog_proteins_20170307.aa.fasta.gz
Piptocephalis cylindrospora RSA 2659 single-cell,1907219,Pipcy3_1,v3.0,PMID:30297742,https://genome.jgi.doe.gov/portal/Pipcy3_1/download/Pipcy3_1_GeneCatalog_proteins_20160615.aa.fasta.gz
Piriformospora indica DSM 11827 from MPI,1109443,Pirin1,,PMID:22022265,https://genome.jgi.doe.gov/portal/Pirin1/download/Pirin1_GeneCatalog_proteins_20111203.aa.fasta.gz
Pisolithus albus SI12,178870,Pisalb1,v1.0,,https://genome.jgi.doe.gov/portal/Pisalb1/download/Pisalb1_GeneCatalog_proteins_20180801.aa.fasta.gz
Pisolithus croceorrhizus subspA 74A,2060934,Piscro1,v1.0,,https://genome.jgi.doe.gov/portal/Piscro1/download/Piscro1_GeneCatalog_proteins_20180803.aa.fasta.gz
Pisolithus marmoratus ssp. 2 16A,178871,Pismar1,v1.0,,https://genome.jgi.doe.gov/portal/Pismar1/download/Pismar1_GeneCatalog_proteins_20180803.aa.fasta.gz
Pisolithus thermaeus 11,2136032,Pisthe1,v1.0,,https://genome.jgi.doe.gov/portal/Pisthe1/download/Pisthe1_GeneCatalog_proteins_20180803.aa.fasta.gz
Plectania melastoma CBS 918.72,1280572,Plemel1,v1.0,,https://genome.jgi.doe.gov/portal/Plemel1/download/Plemel1_GeneCatalog_proteins_20160326.aa.fasta.gz
Plectosphaerella cucumerina DS2psM2a2,40658,Plecu1,v1.0,,https://genome.jgi.doe.gov/portal/Plecu1/download/Plecu1_GeneCatalog_proteins_20150512.aa.fasta.gz
Pleomassaria siparia,100044,Plesi1,v1.0,,https://genome.jgi.doe.gov/portal/Plesi1/download/Plesi1_GeneCatalog_proteins_20130603.aa.fasta.gz
Pleospora avicennia ATCC 66911,193131,Pleav1,v1.0,,https://genome.jgi.doe.gov/portal/Pleav1/download/Pleav1_GeneCatalog_proteins_20180620.aa.fasta.gz
Pleurotus eryngii ATCC 90797,5323,Pleery1,v1.0,,https://genome.jgi.doe.gov/portal/Pleery1/download/Pleery1_GeneCatalog_proteins_20150629.aa.fasta.gz
Pleurotus ostreatus PC9,1137139,PleosPC9_1,v1.0,PMID:27117896,https://genome.jgi.doe.gov/portal/PleosPC9_1/download/PleosPC9_1_GeneModels_Filteredmodels2_aa.fasta.gz
Plicaturopsis crispa,139390,Plicr1,v1.0,PMID:25706625,https://genome.jgi.doe.gov/portal/Plicr1/download/Plicr1_GeneCatalog_proteins_20111115.aa.fasta.gz
Pluteus cervinus NL-1719,181527,Plucer1,v1.0,PMID:30886374,https://genome.jgi.doe.gov/portal/Plucer1/download/Plucer1_GeneCatalog_proteins_20151119.aa.fasta.gz
Pneumocystis jirovecii,42068,Pneji1,,PMID:23269827,https://genome.jgi.doe.gov/portal/Pneji1/download/Pneji1_GeneCatalog_proteins_20130607.aa.fasta.gz
Podospora anserina mat+,5145,Podans1,v1.0,,https://genome.jgi.doe.gov/portal/Podans1/download/Podans1_GeneCatalog_proteins_20171002.aa.fasta.gz
Podospora appendiculata CBS 314.62,314037,Podap1,v1.0,,https://genome.jgi.doe.gov/portal/Podap1/download/Podap1_GeneCatalog_proteins_20180511.aa.fasta.gz
Podospora curvicolla TEP21a,48157,Podcur1,v1.0,,https://genome.jgi.doe.gov/portal/Podcur1/download/Podcur1_GeneCatalog_proteins_20151211.aa.fasta.gz
Podospora didyma CBS 232.78,330526,Poddi1,v1.0,,https://genome.jgi.doe.gov/portal/Poddi1/download/Poddi1_GeneCatalog_proteins_20171014.aa.fasta.gz
Polychaeton citri,705562,Polci1,v1.0,,https://genome.jgi.doe.gov/portal/Polci1/download/Polci1_GeneCatalog_proteins_20130311.aa.fasta.gz
Polyplosphaeria fusca CBS 125425,682080,Polfu1,v1.0,,https://genome.jgi.doe.gov/portal/Polfu1/download/Polfu1_GeneCatalog_proteins_20140813.aa.fasta.gz
Polyporus arcularius,5639,Polar1,v1.0,PMID:30886374,https://genome.jgi.doe.gov/portal/Polar1/download/Polar1_GeneCatalog_proteins_20130201.aa.fasta.gz
Polyporus brumalis BRFM 1820,139420,Polbr1,v1.0,PMID:30061923,https://genome.jgi.doe.gov/portal/Polbr1/download/Polbr1_GeneCatalog_proteins_20150501.aa.fasta.gz
Polyporus squamosus CCBS 676,5640,Polsqu1,v1.0,,https://genome.jgi.doe.gov/portal/Polsqu1/download/Polsqu1_GeneCatalog_proteins_20170821.aa.fasta.gz
Porodaedalea chrysoloma FP-135951,74615,Porchr1,v1.0,,https://genome.jgi.doe.gov/portal/Porchr1/download/Porchr1_GeneCatalog_proteins_20160628.aa.fasta.gz
Porodaedalea niemelaei PN71-100-IP13,175858,Pornie1_2,v1.0,,https://genome.jgi.doe.gov/portal/Pornie1_2/download/Pornie1_2_GeneCatalog_proteins_20160504.aa.fasta.gz
Porpomyces mucidus OMC1666,156595,Pormuc1,v1.0,,https://genome.jgi.doe.gov/portal/Pormuc1/download/Pormuc1_GeneCatalog_proteins_20190110.aa.fasta.gz
Postia stiptica OMC1664,544579,Possti1,v1.0,,https://genome.jgi.doe.gov/portal/Possti1/download/Possti1_GeneCatalog_proteins_20180909.aa.fasta.gz
Powellomyces hirtus BR81,109895,Powhir1,v1.0,,https://genome.jgi.doe.gov/portal/Powhir1/download/Powhir1_GeneCatalog_proteins_20180423.aa.fasta.gz
Protomyces inouyei,27332,Proin1,,,https://genome.jgi.doe.gov/portal/Proin1/download/Proin1_GeneCatalog_proteins_20130808.aa.fasta.gz
Pseudocercospora (Mycosphaerella) fijiensis,1873960,Mycfi2,v2.0,PMID:27512984,https://genome.jgi.doe.gov/portal/Mycfi2/download/Mfijiensis_v2.FrozenGeneCatalog_20100402.proteins.fasta.gz
Pseudographis elatina,1695903,Pseel1,,,https://genome.jgi.doe.gov/portal/Pseel1/download/Pseel1_GeneCatalog_proteins_20130808.aa.fasta.gz
Pseudovirgaria hyperparasitica CBS 121739,470096,Psehy1,v1.0,,https://genome.jgi.doe.gov/portal/Psehy1/download/Psehy1_GeneCatalog_proteins_20140829.aa.fasta.gz
Pseudozyma antarctica T-34,1151754,Psean1_1,,PMID:23558529,https://genome.jgi.doe.gov/portal/Psean1_1/download/Psean1_1_GeneCatalog_proteins_20140109.aa.fasta.gz
Psilocybe cubensis,181762,Psicub1_1,v1.0,PMID:28763571,https://genome.jgi.doe.gov/portal/Psicub1_1/download/Psicub1_1_GeneCatalog_proteins_20180416.aa.fasta.gz
Psilocybe serbica,797126,Psiser1,v1.0,PMID:28763571,https://genome.jgi.doe.gov/portal/Psiser1/download/Psiser1_GeneCatalog_proteins_20180612.aa.fasta.gz
Pterula gracilis CBS309.79,1884261,Ptegra1,v1.0,PMID:30886374,https://genome.jgi.doe.gov/portal/Ptegra1/download/Ptegra1_GeneCatalog_proteins_20151205.aa.fasta.gz
Puccinia coronata avenae 12NC29,860303,PuccoNC29_1,,PMID:28846186,https://genome.jgi.doe.gov/portal/PuccoNC29_1/download/PuccoNC29_1_GeneCatalog_proteins_20170808.aa.fasta.gz
Puccinia coronata avenae 12SD80,27344,PuccoSD80_1,,PMID:28846186,https://genome.jgi.doe.gov/portal/PuccoSD80_1/download/PuccoSD80_1_GeneCatalog_proteins_20170808.aa.fasta.gz
Puccinia graminis f. sp. tritici,56615,Pucgr2,v2.0,PMID:21536894,https://genome.jgi.doe.gov/portal/Pucgr2/download/Pucgr2_GeneCatalog_proteins_20150718.aa.fasta.gz
Punctularia strigosozonata,202698,Punst1,v1.0,PMID:22745431,https://genome.jgi.doe.gov/portal/Punst1/download/Punst1_GeneCatalog_proteins_20101026.aa.fasta.gz
Purpureocillium sp. UdeA0106,1323837,Pursp1,v1.0,,https://genome.jgi.doe.gov/portal/Pursp1/download/Pursp1_GeneCatalog_proteins_20160908.aa.fasta.gz
Pycnoporus cinnabarinus BRFM 137,1445587,Pycci1,,PMID:24942338,https://genome.jgi.doe.gov/portal/Pycci1/download/Pycci1_GeneCatalog_proteins_20140109.aa.fasta.gz
Pycnoporus cinnabarinus CIRM-BRFM 50,5643,Pyccin1,v1.0,,https://genome.jgi.doe.gov/portal/Pyccin1/download/Pyccin1_GeneCatalog_proteins_20170112.aa.fasta.gz
Pycnoporus coccineus BRFM 310,1353009,Pycco1,v1.0,,https://genome.jgi.doe.gov/portal/Pycco1/download/Pycco1_GeneCatalog_proteins_20140114.aa.fasta.gz
Pycnoporus coccineus CIRM1662,158605,Pycco1662_1,,,https://genome.jgi.doe.gov/portal/Pycco1662_1/download/Pycco1662_1_GeneCatalog_proteins_20140607.aa.fasta.gz
Pycnoporus puniceus CIRM-BRFM 1868,571087,Pycpun1,v1.0,,https://genome.jgi.doe.gov/portal/Pycpun1/download/Pycpun1_GeneCatalog_proteins_20160226.aa.fasta.gz
Pycnoporus sanguineus BRFM 1264,158606,Pycsa1,v1.0,,https://genome.jgi.doe.gov/portal/Pycsa1/download/Pycsa1_GeneCatalog_proteins_20140123.aa.fasta.gz
Pyrenochaeta lycopersici MPI-SDFR-AT-0127,285811,Pyrly1,v1.0,,https://genome.jgi.doe.gov/portal/Pyrly1/download/Pyrly1_GeneCatalog_proteins_20170623.aa.fasta.gz
Pyrenophora teres f. teres,97479,Pyrtt1,,PMID:21067574,https://genome.jgi.doe.gov/portal/Pyrtt1/download/Pyrtt1_GeneCatalog_proteins_20110408.aa.fasta.gz
Pyrenophora tritici-repentis,45151,Pyrtr1,,PMID:23316438,https://genome.jgi.doe.gov/portal/Pyrtr1/download/Pyrenophora_tritici_repentis_proteins.fasta.gz
Pyronema confluens CBS100304,1076935,Pyrco1,,PMID:24068976,https://genome.jgi.doe.gov/portal/Pyrco1/download/Pyrco1_GeneCatalog_proteins_20131110.aa.fasta.gz
Pyronema domesticum DOB7353,47205,Pyrdom1,v1.0,,https://genome.jgi.doe.gov/portal/Pyrdom1/download/Pyrdom1_GeneCatalog_proteins_20181004.aa.fasta.gz
Pyronema omphalodes DOB1672,337075,Pyrom1,v1.0,,https://genome.jgi.doe.gov/portal/Pyrom1/download/Pyrom1_GeneCatalog_proteins_20181022.aa.fasta.gz
Radiomyces spectabilis NRRL 2753,64574,Radspe1,v1.0,,https://genome.jgi.doe.gov/portal/Radspe1/download/Radspe1_GeneCatalog_proteins_20161011.aa.fasta.gz
Radulomyces confluens OMC1631,264109,Radcon1,v1.0,,https://genome.jgi.doe.gov/portal/Radcon1/download/Radcon1_GeneCatalog_proteins_20181201.aa.fasta.gz
Ramaria rubella (R. acris) UT-36052-T,113071,Ramac1,v1.0,,https://genome.jgi.doe.gov/portal/Ramac1/download/Ramac1_GeneCatalog_proteins_20140310.aa.fasta.gz
Ramicandelaber brevisporus CBS 109374,304332,Rambr1,v1.0,,https://genome.jgi.doe.gov/portal/Rambr1/download/Rambr1_GeneCatalog_proteins_20140929.aa.fasta.gz
Rhamphospora nymphaeae CBS 172.38,62645,Rhanym2_1,v1.0,,https://genome.jgi.doe.gov/portal/Rhanym2_1/download/Rhanym2_1_GeneCatalog_proteins_20181022.aa.fasta.gz
Rhexocercosporidium sp. MPI-PUGE-AT-0058,1756112,Rhesp1,v1.0,,https://genome.jgi.doe.gov/portal/Rhesp1/download/Rhesp1_GeneCatalog_proteins_20171207.aa.fasta.gz
Rhizina undulata CBS 300.56,44645,Rhiund1,v1.0,,https://genome.jgi.doe.gov/portal/Rhiund1/download/Rhiund1_GeneCatalog_proteins_20190327.aa.fasta.gz
Rhizodiscina lignyota CBS 133067,1504668,Rhili1,v1.0,,https://genome.jgi.doe.gov/portal/Rhili1/download/Rhili1_GeneCatalog_proteins_20150422.aa.fasta.gz
Rhizophagus cerebriforme DAOM 227022,658196,Rhice1_1,v1.0,PMID:30636349,https://genome.jgi.doe.gov/portal/Rhice1_1/download/Rhice1_1_GeneCatalog_proteins_20160727.aa.fasta.gz
Rhizophagus diaphanus,118614,Rhidi1,v1.0,PMID:30636349,https://genome.jgi.doe.gov/portal/Rhidi1/download/Rhidi1_GeneCatalog_proteins_20160421.aa.fasta.gz
Rhizophagus irregularis A1,588596,RhiirA1_1,v1.0,PMID:29355972,https://genome.jgi.doe.gov/portal/RhiirA1_1/download/RhiirA1_1_GeneCatalog_proteins_20150518.aa.fasta.gz
Rhizophagus irregularis B3,1330081,RhiirB3,v1.0,PMID:29355972,https://genome.jgi.doe.gov/portal/RhiirB3/download/RhiirB3_GeneCatalog_proteins_20150616.aa.fasta.gz
Rhizopogon salebrosus TDB-379,632084,Rhisa1,v1.0,,https://genome.jgi.doe.gov/portal/Rhisa1/download/Rhisa1_GeneCatalog_proteins_20141012.aa.fasta.gz
Rhizopogon truncatus FC74,98235,Rhitru1,v1.0,,https://genome.jgi.doe.gov/portal/Rhitru1/download/Rhitru1_GeneCatalog_proteins_20180422.aa.fasta.gz
Rhizopogon vulgaris FC72,36057,Rhivul1,v1.0,,https://genome.jgi.doe.gov/portal/Rhivul1/download/Rhivul1_GeneCatalog_proteins_20180423.aa.fasta.gz
Rhizopus microsporus ATCC11559,58291,Rhimi_ATCC11559_1,v1.0,PMID:27956601,https://genome.jgi.doe.gov/portal/Rhimi_ATCC11559_1/download/Rhimi_ATCC11559_1_GeneCatalog_proteins_20150408.aa.fasta.gz
Rhizopus microsporus var. microsporus ATCC52813,86635,Rhimi1_1,v1.0,PMID:29184190,https://genome.jgi.doe.gov/portal/Rhimi1_1/download/Rhimi1_1_GeneCatalog_proteins_20130624.aa.fasta.gz
Rhizopus stolonifer NRRL 66455,4846,Rhisto1,v1.0,,https://genome.jgi.doe.gov/portal/Rhisto1/download/Rhisto1_GeneCatalog_proteins_20190501.aa.fasta.gz
Rhizoscyphus ericae UAMH 7357,1745343,Rhier1,v1.0,PMID:29315638,https://genome.jgi.doe.gov/portal/Rhier1/download/Rhier1_GeneCatalog_proteins_20141012.aa.fasta.gz
Rhodocollybia butyracea CCBAS 279,206335,Rhobu1,v1.0,,https://genome.jgi.doe.gov/portal/Rhobu1/download/Rhobu1_GeneCatalog_proteins_20180801.aa.fasta.gz
Rhodofomes roseus CIRM-BRFM 1785,34475,Fomros1,v1.0,,https://genome.jgi.doe.gov/portal/Fomros1/download/Fomros1_GeneCatalog_proteins_20171027.aa.fasta.gz
Rhodosporidium diobovatum 08-225,5288,Rhodia1_1,v1.0,,https://genome.jgi.doe.gov/portal/Rhodia1_1/download/Rhodia1_1_GeneCatalog_proteins_20180403.aa.fasta.gz
Rhodosporidium toruloides IFO0880,5286,Rhoto_IFO0880_4,v4.0,PMID:29521624,https://genome.jgi.doe.gov/portal/Rhoto_IFO0880_4/download/Rhoto_IFO0880_4_GeneCatalog_proteins_20170509.aa.fasta.gz
Rhodosporidium toruloides NP11,1130832,Rhoto1,,PMID:23047670,https://genome.jgi.doe.gov/portal/Rhoto1/download/Rhoto1_GeneCatalog_proteins_20141208.aa.fasta.gz
Rhodotorula glutinis,5535,Rhoglu1,v1.0,,https://genome.jgi.doe.gov/portal/Rhoglu1/download/Rhoglu1_GeneCatalog_proteins_20160519.aa.fasta.gz
Rhodotorula mucilaginosa ATCC58901,5537,Rhomuc1,v1.0,,https://genome.jgi.doe.gov/portal/Rhomuc1/download/Rhomuc1_GeneCatalog_proteins_20160519.aa.fasta.gz
Rhodotorula sp. J31,1853554,RhodotJ31_1,v1.0,,https://genome.jgi.doe.gov/portal/RhodotJ31_1/download/RhodotJ31_1_GeneCatalog_proteins_20160519.aa.fasta.gz
Rhytidhysteron rufulum,37885,Rhyru1_1,,PMID:23236275,https://genome.jgi.doe.gov/portal/Rhyru1_1/download/Rhyru1_1_GeneCatalog_proteins_20150204.aa.fasta.gz
Rickenella fibula HBK330-10,264144,Ricfib1,v1.0,,https://genome.jgi.doe.gov/portal/Ricfib1/download/Ricfib1_GeneCatalog_proteins_20160317.aa.fasta.gz
Rickenella mellea,50990,Ricmel1,v1.0 (SZMC22713),PMID:30902897,https://genome.jgi.doe.gov/portal/Ricmel1/download/Ricmel1_GeneCatalog_proteins_20151108.aa.fasta.gz
